unique_checkpoint,year,month,day,weekday,hour,vehicles
b-109,2019,10,18,6,7,27
c-68,2019,10,18,6,7,25
b-26,2019,10,18,6,8,164
c-95,2019,10,18,6,8,181
b-109,2019,10,18,6,8,40
c-68,2019,10,18,6,8,33
b-26,2019,10,18,6,9,819
c-95,2019,10,18,6,9,221
b-109,2019,10,18,6,9,39
c-68,2019,10,18,6,9,35
b-26,2019,10,18,6,10,1022
c-95,2019,10,18,6,10,299
b-109,2019,10,18,6,10,60
c-68,2019,10,18,6,10,38
b-26,2019,10,18,6,11,1732
c-95,2019,10,18,6,11,339
b-109,2019,10,18,6,11,145
c-68,2019,10,18,6,11,32
b-26,2019,10,18,6,12,966
c-95,2019,10,18,6,12,437
b-109,2019,10,18,6,12,87
c-68,2019,10,18,6,12,31
b-26,2019,10,18,6,13,800
c-95,2019,10,18,6,13,187
b-109,2019,10,18,6,13,143
c-68,2019,10,18,6,13,42
b-26,2019,10,18,6,14,655
c-95,2019,10,18,6,14,185
b-109,2019,10,18,6,14,38
c-68,2019,10,18,6,14,43
b-26,2019,10,18,6,15,1100
c-95,2019,10,18,6,15,101
b-109,2019,10,18,6,15,69
c-68,2019,10,18,6,15,40
b-26,2019,10,18,6,16,449
c-95,2019,10,18,6,16,221
b-109,2019,10,18,6,16,100
c-68,2019,10,18,6,16,46
b-26,2019,10,18,6,17,996
c-95,2019,10,18,6,17,163
b-109,2019,10,18,6,17,126
c-68,2019,10,18,6,17,27
b-26,2019,10,18,6,18,899
c-95,2019,10,18,6,18,230
b-109,2019,10,18,6,18,141
c-68,2019,10,18,6,18,9
b-26,2019,10,18,6,19,927
c-95,2019,10,18,6,19,182
b-109,2019,10,18,6,19,131
c-68,2019,10,18,6,19,67
b-26,2019,10,18,6,20,550
c-95,2019,10,18,6,20,149
b-109,2019,10,18,6,20,104
c-68,2019,10,18,6,20,46
b-26,2019,10,18,6,21,857
c-95,2019,10,18,6,21,201
b-109,2019,10,18,6,21,122
c-68,2019,10,18,6,21,47
b-26,2019,10,18,6,22,802
c-95,2019,10,18,6,22,217
b-109,2019,10,18,6,22,105
c-68,2019,10,18,6,22,10
b-26,2019,10,18,6,23,225
c-95,2019,10,18,6,23,107
b-109,2019,10,18,6,23,45
c-68,2019,10,18,6,23,20
b-26,2019,10,19,7,0,67
c-95,2019,10,19,7,0,28
b-109,2019,10,19,7,0,2
c-68,2019,10,19,7,0,14
b-26,2019,10,19,7,1,34
c-95,2019,10,19,7,1,23
b-109,2019,10,19,7,1,13
c-68,2019,10,19,7,1,12
b-26,2019,10,19,7,2,26
c-95,2019,10,19,7,2,26
b-109,2019,10,19,7,2,11
c-68,2019,10,19,7,2,17
b-26,2019,10,19,7,3,8
c-95,2019,10,19,7,3,9
b-109,2019,10,19,7,3,12
c-68,2019,10,19,7,3,3
b-26,2019,10,19,7,4,25
c-95,2019,10,19,7,4,12
b-109,2019,10,19,7,4,11
c-68,2019,10,19,7,4,10
b-26,2019,10,19,7,5,22
c-95,2019,10,19,7,5,14
b-109,2019,10,19,7,5,9
c-68,2019,10,19,7,5,15
b-26,2019,10,19,7,6,47
c-95,2019,10,19,7,6,31
b-109,2019,10,19,7,6,13
c-68,2019,10,19,7,6,10
b-26,2019,10,19,7,7,99
c-95,2019,10,19,7,7,22
b-109,2019,10,19,7,7,18
c-68,2019,10,19,7,7,9
b-26,2019,10,19,7,8,105
c-95,2019,10,19,7,8,85
b-109,2019,10,19,7,8,17
c-68,2019,10,19,7,8,17
b-26,2019,10,19,7,9,217
c-95,2019,10,19,7,9,86
b-109,2019,10,19,7,9,42
c-68,2019,10,19,7,9,17
b-26,2019,10,19,7,10,688
c-95,2019,10,19,7,10,103
b-109,2019,10,19,7,10,47
c-68,2019,10,19,7,10,18
b-26,2019,10,19,7,11,452
c-95,2019,10,19,7,11,208
b-109,2019,10,19,7,11,50
c-68,2019,10,19,7,11,12
b-26,2019,10,19,7,12,544
c-95,2019,10,19,7,12,223
b-109,2019,10,19,7,12,53
c-68,2019,10,19,7,12,27
b-26,2019,10,19,7,13,438
c-95,2019,10,19,7,13,71
b-109,2019,10,19,7,13,54
c-68,2019,10,19,7,13,23
b-26,2019,10,19,7,14,438
c-95,2019,10,19,7,14,121
b-109,2019,10,19,7,14,25
c-68,2019,10,19,7,14,27
b-26,2019,10,19,7,15,360
c-95,2019,10,19,7,15,85
b-109,2019,10,19,7,15,36
c-68,2019,10,19,7,15,16
b-26,2019,10,19,7,16,491
c-95,2019,10,19,7,16,128
b-109,2019,10,19,7,16,34
c-68,2019,10,19,7,16,20
b-26,2019,10,19,7,17,767
c-95,2019,10,19,7,17,80
b-109,2019,10,19,7,17,67
c-68,2019,10,19,7,17,13
b-26,2019,10,19,7,18,338
c-95,2019,10,19,7,18,100
b-109,2019,10,19,7,18,60
c-68,2019,10,19,7,18,7
b-26,2019,10,19,7,19,369
c-95,2019,10,19,7,19,136
b-109,2019,10,19,7,19,56
c-68,2019,10,19,7,19,13
b-26,2019,10,19,7,20,174
c-95,2019,10,19,7,20,49
b-109,2019,10,19,7,20,49
c-68,2019,10,19,7,20,18
b-26,2019,10,19,7,21,232
c-95,2019,10,19,7,21,94
b-109,2019,10,19,7,21,32
c-68,2019,10,19,7,21,6
b-26,2019,10,19,7,22,197
c-95,2019,10,19,7,22,112
b-109,2019,10,19,7,22,43
c-68,2019,10,19,7,22,4
b-26,2019,10,19,7,23,73
c-95,2019,10,19,7,23,41
b-109,2019,10,19,7,23,17
c-68,2019,10,19,7,23,9
b-26,2019,10,20,1,0,124
c-95,2019,10,20,1,0,86
b-109,2019,10,20,1,0,27
c-68,2019,10,20,1,0,47
b-26,2019,10,20,1,1,126
c-95,2019,10,20,1,1,84
b-109,2019,10,20,1,1,28
c-68,2019,10,20,1,1,43
b-26,2019,10,20,1,2,72
c-95,2019,10,20,1,2,103
b-109,2019,10,20,1,2,26
c-68,2019,10,20,1,2,32
b-26,2019,10,20,1,3,49
c-95,2019,10,20,1,3,80
b-109,2019,10,20,1,3,31
c-68,2019,10,20,1,3,19
b-26,2019,10,20,1,4,120
c-95,2019,10,20,1,4,43
b-109,2019,10,20,1,4,22
c-68,2019,10,20,1,4,38
b-26,2019,10,20,1,5,81
c-95,2019,10,20,1,5,48
b-109,2019,10,20,1,5,27
c-68,2019,10,20,1,5,35
b-26,2019,10,20,1,6,198
c-95,2019,10,20,1,6,83
b-109,2019,10,20,1,6,28
c-68,2019,10,20,1,6,37
b-26,2019,10,20,1,7,243
c-95,2019,10,20,1,7,190
b-109,2019,10,20,1,7,38
c-68,2019,10,20,1,7,27
b-26,2019,10,20,1,8,501
c-95,2019,10,20,1,8,232
b-109,2019,10,20,1,8,54
c-68,2019,10,20,1,8,46
b-26,2019,10,20,1,9,993
c-95,2019,10,20,1,9,242
b-109,2019,10,20,1,9,99
c-68,2019,10,20,1,9,46
b-26,2019,10,20,1,10,1583
c-95,2019,10,20,1,10,476
b-109,2019,10,20,1,10,79
c-68,2019,10,20,1,10,30
b-26,2019,10,20,1,11,2177
c-95,2019,10,20,1,11,451
b-109,2019,10,20,1,11,242
c-68,2019,10,20,1,11,69
b-26,2019,10,20,1,12,937
c-95,2019,10,20,1,12,647
b-109,2019,10,20,1,12,163
c-68,2019,10,20,1,12,67
b-26,2019,10,20,1,13,1522
c-95,2019,10,20,1,13,332
b-109,2019,10,20,1,13,181
c-68,2019,10,20,1,13,80
b-26,2019,10,20,1,14,957
c-95,2019,10,20,1,14,243
b-109,2019,10,20,1,14,69
c-68,2019,10,20,1,14,43
b-26,2019,10,20,1,15,1278
c-95,2019,10,20,1,15,271
b-109,2019,10,20,1,15,121
c-68,2019,10,20,1,15,59
b-26,2019,10,20,1,16,2496
c-95,2019,10,20,1,16,376
b-109,2019,10,20,1,16,94
c-68,2019,10,20,1,16,68
b-26,2019,10,20,1,17,1825
c-95,2019,10,20,1,17,304
b-109,2019,10,20,1,17,126
c-68,2019,10,20,1,17,41
b-26,2019,10,20,1,18,1231
c-95,2019,10,20,1,18,488
b-109,2019,10,20,1,18,220
c-68,2019,10,20,1,18,35
b-26,2019,10,20,1,19,1342
c-95,2019,10,20,1,19,316
b-109,2019,10,20,1,19,85
c-68,2019,10,20,1,19,67
b-26,2019,10,20,1,20,435
c-95,2019,10,20,1,20,240
b-109,2019,10,20,1,20,172
c-68,2019,10,20,1,20,45
b-26,2019,10,20,1,21,931
c-95,2019,10,20,1,21,278
b-109,2019,10,20,1,21,122
c-68,2019,10,20,1,21,65
b-26,2019,10,20,1,22,1079
c-95,2019,10,20,1,22,239
b-109,2019,10,20,1,22,72
c-68,2019,10,20,1,22,44
b-26,2019,10,20,1,23,313
c-95,2019,10,20,1,23,188
b-109,2019,10,20,1,23,68
c-68,2019,10,20,1,23,35
b-26,2019,10,21,2,0,183
c-95,2019,10,21,2,0,139
b-109,2019,10,21,2,0,59
c-68,2019,10,21,2,0,64
b-26,2019,10,21,2,1,129
c-95,2019,10,21,2,1,90
b-109,2019,10,21,2,1,52
c-68,2019,10,21,2,1,35
b-26,2019,10,21,2,2,142
c-95,2019,10,21,2,2,104
b-109,2019,10,21,2,2,27
c-68,2019,10,21,2,2,52
b-26,2019,10,21,2,3,83
c-95,2019,10,21,2,3,105
b-109,2019,10,21,2,3,30
c-68,2019,10,21,2,3,58
b-26,2019,10,21,2,4,64
c-95,2019,10,21,2,4,71
b-109,2019,10,21,2,4,14
c-68,2019,10,21,2,4,39
b-26,2019,10,21,2,5,108
c-95,2019,10,21,2,5,83
b-109,2019,10,21,2,5,41
c-68,2019,10,21,2,5,37
b-26,2019,10,21,2,6,203
c-95,2019,10,21,2,6,72
b-109,2019,10,21,2,6,73
c-68,2019,10,21,2,6,49
b-26,2019,10,21,2,7,411
c-95,2019,10,21,2,7,231
b-109,2019,10,21,2,7,68
c-68,2019,10,21,2,7,89
b-26,2019,10,21,2,8,528
c-95,2019,10,21,2,8,302
b-109,2019,10,21,2,8,78
c-68,2019,10,21,2,8,76
b-26,2019,10,21,2,9,1478
c-95,2019,10,21,2,9,282
b-109,2019,10,21,2,9,193
c-68,2019,10,21,2,9,36
b-26,2019,10,21,2,10,1606
c-95,2019,10,21,2,10,379
b-109,2019,10,21,2,10,107
c-68,2019,10,21,2,10,71
b-26,2019,10,21,2,11,2326
c-95,2019,10,21,2,11,560
b-109,2019,10,21,2,11,281
c-68,2019,10,21,2,11,68
b-26,2019,10,21,2,12,2993
c-95,2019,10,21,2,12,703
b-109,2019,10,21,2,12,215
c-68,2019,10,21,2,12,100
b-26,2019,10,21,2,13,2011
c-95,2019,10,21,2,13,500
b-109,2019,10,21,2,13,365
c-68,2019,10,21,2,13,81
b-26,2019,10,21,2,14,1688
c-95,2019,10,21,2,14,608
b-109,2019,10,21,2,14,123
c-68,2019,10,21,2,14,57
b-26,2019,10,21,2,15,1624
c-95,2019,10,21,2,15,392
b-109,2019,10,21,2,15,177
c-68,2019,10,21,2,15,79
b-26,2019,10,21,2,16,1387
c-95,2019,10,21,2,16,594
b-109,2019,10,21,2,16,164
c-68,2019,10,21,2,16,83
b-26,2019,10,21,2,17,2762
c-95,2019,10,21,2,17,508
b-109,2019,10,21,2,17,164
c-68,2019,10,21,2,17,106
b-26,2019,10,21,2,18,1720
c-95,2019,10,21,2,18,597
b-109,2019,10,21,2,18,251
c-68,2019,10,21,2,18,60
b-26,2019,10,21,2,19,1833
c-95,2019,10,21,2,19,454
b-109,2019,10,21,2,19,161
c-68,2019,10,21,2,19,133
b-26,2019,10,21,2,20,949
c-95,2019,10,21,2,20,342
b-109,2019,10,21,2,20,233
c-68,2019,10,21,2,20,47
b-26,2019,10,21,2,21,1024
c-95,2019,10,21,2,21,327
b-109,2019,10,21,2,21,122
c-68,2019,10,21,2,21,60
b-26,2019,10,21,2,22,357
c-95,2019,10,21,2,22,312
b-109,2019,10,21,2,22,176
c-68,2019,10,21,2,22,55
b-26,2019,10,21,2,23,398
c-95,2019,10,21,2,23,107
b-109,2019,10,21,2,23,101
c-68,2019,10,21,2,23,26
b-26,2019,10,22,3,0,235
c-95,2019,10,22,3,0,213
b-109,2019,10,22,3,0,46
c-68,2019,10,22,3,0,81
b-26,2019,10,22,3,1,148
c-95,2019,10,22,3,1,110
b-109,2019,10,22,3,1,69
c-68,2019,10,22,3,1,33
b-26,2019,10,22,3,2,132
c-95,2019,10,22,3,2,95
b-109,2019,10,22,3,2,53
c-68,2019,10,22,3,2,50
b-26,2019,10,22,3,3,159
c-95,2019,10,22,3,3,100
b-109,2019,10,22,3,3,66
c-68,2019,10,22,3,3,53
b-26,2019,10,22,3,4,152
c-95,2019,10,22,3,4,68
b-109,2019,10,22,3,4,48
c-68,2019,10,22,3,4,38
b-26,2019,10,22,3,5,100
c-95,2019,10,22,3,5,85
b-109,2019,10,22,3,5,62
c-68,2019,10,22,3,5,43
b-26,2019,10,22,3,6,301
c-95,2019,10,22,3,6,167
b-109,2019,10,22,3,6,91
c-68,2019,10,22,3,6,60
b-26,2019,10,22,3,7,455
c-95,2019,10,22,3,7,137
b-109,2019,10,22,3,7,39
c-68,2019,10,22,3,7,71
b-26,2019,10,22,3,8,945
c-95,2019,10,22,3,8,367
b-109,2019,10,22,3,8,110
c-68,2019,10,22,3,8,76
b-26,2019,10,22,3,9,2441
c-95,2019,10,22,3,9,444
b-109,2019,10,22,3,9,177
c-68,2019,10,22,3,9,59
b-26,2019,10,22,3,10,2496
c-95,2019,10,22,3,10,884
b-109,2019,10,22,3,10,225
c-68,2019,10,22,3,10,147
b-26,2019,10,22,3,11,3623
c-95,2019,10,22,3,11,699
b-109,2019,10,22,3,11,283
c-68,2019,10,22,3,11,135
b-26,2019,10,22,3,12,2222
c-95,2019,10,22,3,12,399
b-109,2019,10,22,3,12,246
c-68,2019,10,22,3,12,77
b-26,2019,10,22,3,13,1984
c-95,2019,10,22,3,13,525
b-109,2019,10,22,3,13,180
c-68,2019,10,22,3,13,82
b-26,2019,10,22,3,14,1168
c-95,2019,10,22,3,14,561
b-109,2019,10,22,3,14,124
c-68,2019,10,22,3,14,122
b-26,2019,10,22,3,15,1607
c-95,2019,10,22,3,15,670
b-109,2019,10,22,3,15,181
c-68,2019,10,22,3,15,133
b-26,2019,10,22,3,16,2863
c-95,2019,10,22,3,16,766
b-109,2019,10,22,3,16,169
c-68,2019,10,22,3,16,147
b-26,2019,10,22,3,17,2985
c-95,2019,10,22,3,17,643
b-109,2019,10,22,3,17,277
c-68,2019,10,22,3,17,100
b-26,2019,10,22,3,18,1778
c-95,2019,10,22,3,18,639
b-109,2019,10,22,3,18,274
c-68,2019,10,22,3,18,69
b-26,2019,10,22,3,19,1650
c-95,2019,10,22,3,19,732
b-109,2019,10,22,3,19,289
c-68,2019,10,22,3,19,82
b-26,2019,10,22,3,20,1240
c-95,2019,10,22,3,20,270
b-109,2019,10,22,3,20,246
c-68,2019,10,22,3,20,105
b-26,2019,10,22,3,21,1709
c-95,2019,10,22,3,21,444
b-109,2019,10,22,3,21,221
c-68,2019,10,22,3,21,116
b-26,2019,10,22,3,22,1348
c-95,2019,10,22,3,22,449
b-109,2019,10,22,3,22,158
c-68,2019,10,22,3,22,82
b-26,2019,10,22,3,23,629
c-95,2019,10,22,3,23,216
b-109,2019,10,22,3,23,29
c-68,2019,10,22,3,23,75
b-26,2019,10,23,4,0,256
c-95,2019,10,23,4,0,143
b-109,2019,10,23,4,0,74
c-68,2019,10,23,4,0,79
b-26,2019,10,23,4,1,200
c-95,2019,10,23,4,1,130
b-109,2019,10,23,4,1,52
c-68,2019,10,23,4,1,61
b-26,2019,10,23,4,2,153
c-95,2019,10,23,4,2,129
b-109,2019,10,23,4,2,68
c-68,2019,10,23,4,2,68
b-26,2019,10,23,4,3,107
c-95,2019,10,23,4,3,132
b-109,2019,10,23,4,3,61
c-68,2019,10,23,4,3,30
b-26,2019,10,23,4,4,66
c-95,2019,10,23,4,4,56
b-109,2019,10,23,4,4,44
c-68,2019,10,23,4,4,41
b-26,2019,10,23,4,5,102
c-95,2019,10,23,4,5,141
b-109,2019,10,23,4,5,34
c-68,2019,10,23,4,5,61
b-26,2019,10,23,4,6,313
c-95,2019,10,23,4,6,133
b-109,2019,10,23,4,6,64
c-68,2019,10,23,4,6,53
b-26,2019,10,23,4,7,423
c-95,2019,10,23,4,7,316
b-109,2019,10,23,4,7,100
c-68,2019,10,23,4,7,53
b-26,2019,10,23,4,8,899
c-95,2019,10,23,4,8,260
b-109,2019,10,23,4,8,84
c-68,2019,10,23,4,8,110
b-26,2019,10,23,4,9,1438
c-95,2019,10,23,4,9,453
b-109,2019,10,23,4,9,202
c-68,2019,10,23,4,9,71
b-26,2019,10,23,4,10,1770
c-95,2019,10,23,4,10,549
b-109,2019,10,23,4,10,188
c-68,2019,10,23,4,10,184
b-26,2019,10,23,4,11,4560
c-95,2019,10,23,4,11,1044
b-109,2019,10,23,4,11,321
c-68,2019,10,23,4,11,127
b-26,2019,10,23,4,12,2960
c-95,2019,10,23,4,12,818
b-109,2019,10,23,4,12,260
c-68,2019,10,23,4,12,108
b-26,2019,10,23,4,13,1771
c-95,2019,10,23,4,13,720
b-109,2019,10,23,4,13,257
c-68,2019,10,23,4,13,136
b-26,2019,10,23,4,14,2613
c-95,2019,10,23,4,14,384
b-109,2019,10,23,4,14,95
c-68,2019,10,23,4,14,83
b-26,2019,10,23,4,15,2898
c-95,2019,10,23,4,15,519
b-109,2019,10,23,4,15,168
c-68,2019,10,23,4,15,107
b-26,2019,10,23,4,16,3310
c-95,2019,10,23,4,16,506
b-109,2019,10,23,4,16,242
c-68,2019,10,23,4,16,107
b-26,2019,10,23,4,17,3200
c-95,2019,10,23,4,17,744
b-109,2019,10,23,4,17,163
c-68,2019,10,23,4,17,85
b-26,2019,10,23,4,18,2110
c-95,2019,10,23,4,18,629
b-109,2019,10,23,4,18,353
c-68,2019,10,23,4,18,42
b-26,2019,10,23,4,19,1044
c-95,2019,10,23,4,19,577
b-109,2019,10,23,4,19,375
c-68,2019,10,23,4,19,152
b-26,2019,10,23,4,20,1241
c-95,2019,10,23,4,20,376
b-109,2019,10,23,4,20,95
c-68,2019,10,23,4,20,93
b-26,2019,10,23,4,21,1670
c-95,2019,10,23,4,21,289
b-109,2019,10,23,4,21,239
c-68,2019,10,23,4,21,63
b-26,2019,10,23,4,22,1859
c-95,2019,10,23,4,22,575
b-109,2019,10,23,4,22,107
c-68,2019,10,23,4,22,75
b-26,2019,10,23,4,23,422
c-95,2019,10,23,4,23,292
b-109,2019,10,23,4,23,119
c-68,2019,10,23,4,23,67
b-26,2019,10,24,5,0,260
c-95,2019,10,24,5,0,274
b-109,2019,10,24,5,0,117
c-68,2019,10,24,5,0,83
b-26,2019,10,24,5,1,329
c-95,2019,10,24,5,1,128
b-109,2019,10,24,5,1,82
c-68,2019,10,24,5,1,64
b-26,2019,10,24,5,2,188
c-95,2019,10,24,5,2,179
b-109,2019,10,24,5,2,73
c-68,2019,10,24,5,2,68
b-26,2019,10,24,5,3,196
c-95,2019,10,24,5,3,152
b-109,2019,10,24,5,3,56
c-68,2019,10,24,5,3,60
b-26,2019,10,24,5,4,138
c-95,2019,10,24,5,4,127
b-109,2019,10,24,5,4,60
c-68,2019,10,24,5,4,57
b-26,2019,10,24,5,5,132
c-95,2019,10,24,5,5,134
b-109,2019,10,24,5,5,65
c-68,2019,10,24,5,5,85
b-26,2019,10,24,5,6,235
c-95,2019,10,24,5,6,185
b-109,2019,10,24,5,6,96
c-68,2019,10,24,5,6,71
b-26,2019,10,24,5,7,667
c-95,2019,10,24,5,7,184
b-109,2019,10,24,5,7,90
c-68,2019,10,24,5,7,77
b-26,2019,10,24,5,8,990
c-95,2019,10,24,5,8,534
b-109,2019,10,24,5,8,105
c-68,2019,10,24,5,8,89
b-26,2019,10,24,5,9,1855
c-95,2019,10,24,5,9,700
b-109,2019,10,24,5,9,198
c-68,2019,10,24,5,9,98
b-26,2019,10,24,5,10,4795
c-95,2019,10,24,5,10,1155
b-109,2019,10,24,5,10,376
c-68,2019,10,24,5,10,171
b-26,2019,10,24,5,11,2720
c-95,2019,10,24,5,11,1370
b-109,2019,10,24,5,11,168
c-68,2019,10,24,5,11,141
b-26,2019,10,24,5,12,4527
c-95,2019,10,24,5,12,1301
b-109,2019,10,24,5,12,358
c-68,2019,10,24,5,12,133
b-26,2019,10,24,5,13,3550
c-95,2019,10,24,5,13,477
b-109,2019,10,24,5,13,356
c-68,2019,10,24,5,13,59
b-26,2019,10,24,5,14,2017
c-95,2019,10,24,5,14,647
b-109,2019,10,24,5,14,147
c-68,2019,10,24,5,14,152
b-26,2019,10,24,5,15,3109
c-95,2019,10,24,5,15,856
b-109,2019,10,24,5,15,265
c-68,2019,10,24,5,15,173
b-26,2019,10,24,5,16,4417
c-95,2019,10,24,5,16,1281
b-109,2019,10,24,5,16,228
c-68,2019,10,24,5,16,218
b-26,2019,10,24,5,17,2485
c-95,2019,10,24,5,17,895
b-109,2019,10,24,5,17,260
c-68,2019,10,24,5,17,153
b-26,2019,10,24,5,18,3273
c-95,2019,10,24,5,18,448
b-109,2019,10,24,5,18,365
c-68,2019,10,24,5,18,57
b-26,2019,10,24,5,19,3495
c-95,2019,10,24,5,19,696
b-109,2019,10,24,5,19,491
c-68,2019,10,24,5,19,215
b-26,2019,10,24,5,20,1582
c-95,2019,10,24,5,20,460
b-109,2019,10,24,5,20,246
c-68,2019,10,24,5,20,152
b-26,2019,10,24,5,21,2491
c-95,2019,10,24,5,21,709
b-109,2019,10,24,5,21,137
c-68,2019,10,24,5,21,93
b-26,2019,10,24,5,22,1901
c-95,2019,10,24,5,22,610
b-109,2019,10,24,5,22,174
c-68,2019,10,24,5,22,61
b-26,2019,10,24,5,23,721
c-95,2019,10,24,5,23,504
b-109,2019,10,24,5,23,187
c-68,2019,10,24,5,23,86
b-26,2019,10,25,6,0,162
c-95,2019,10,25,6,0,85
b-109,2019,10,25,6,0,47
c-68,2019,10,25,6,0,29
b-26,2019,10,25,6,1,89
c-95,2019,10,25,6,1,33
b-109,2019,10,25,6,1,24
c-68,2019,10,25,6,1,24
b-26,2019,10,25,6,2,58
c-95,2019,10,25,6,2,56
b-109,2019,10,25,6,2,18
c-68,2019,10,25,6,2,32
b-26,2019,10,25,6,3,49
c-95,2019,10,25,6,3,11
b-109,2019,10,25,6,3,34
c-68,2019,10,25,6,3,27
b-26,2019,10,25,6,4,72
c-95,2019,10,25,6,4,38
b-109,2019,10,25,6,4,16
c-68,2019,10,25,6,4,20
b-26,2019,10,25,6,5,56
c-95,2019,10,25,6,5,40
b-109,2019,10,25,6,5,17
c-68,2019,10,25,6,5,30
b-26,2019,10,25,6,6,116
c-95,2019,10,25,6,6,66
b-109,2019,10,25,6,6,8
c-68,2019,10,25,6,6,20
b-26,2019,10,25,6,7,253
c-95,2019,10,25,6,7,141
b-109,2019,10,25,6,7,32
c-68,2019,10,25,6,7,25
b-26,2019,10,25,6,8,280
c-95,2019,10,25,6,8,164
b-109,2019,10,25,6,8,52
c-68,2019,10,25,6,8,32
b-26,2019,10,25,6,9,444
c-95,2019,10,25,6,9,170
b-109,2019,10,25,6,9,54
c-68,2019,10,25,6,9,28
b-26,2019,10,25,6,10,956
c-95,2019,10,25,6,10,217
b-109,2019,10,25,6,10,76
c-68,2019,10,25,6,10,48
b-26,2019,10,25,6,11,1598
c-95,2019,10,25,6,11,414
b-109,2019,10,25,6,11,130
c-68,2019,10,25,6,11,47
b-26,2019,10,25,6,12,1189
c-95,2019,10,25,6,12,342
b-109,2019,10,25,6,12,53
c-68,2019,10,25,6,12,63
b-26,2019,10,25,6,13,777
c-95,2019,10,25,6,13,96
b-109,2019,10,25,6,13,141
c-68,2019,10,25,6,13,42
b-26,2019,10,25,6,14,717
c-95,2019,10,25,6,14,214
b-109,2019,10,25,6,14,42
c-68,2019,10,25,6,14,37
b-26,2019,10,25,6,15,732
c-95,2019,10,25,6,15,61
b-109,2019,10,25,6,15,130
c-68,2019,10,25,6,15,44
b-26,2019,10,25,6,16,1232
c-95,2019,10,25,6,16,238
b-109,2019,10,25,6,16,110
c-68,2019,10,25,6,16,41
b-26,2019,10,25,6,17,1202
c-95,2019,10,25,6,17,277
b-109,2019,10,25,6,17,139
c-68,2019,10,25,6,17,35
b-26,2019,10,25,6,18,933
c-95,2019,10,25,6,18,223
b-109,2019,10,25,6,18,147
c-68,2019,10,25,6,18,30
b-26,2019,10,25,6,19,946
c-95,2019,10,25,6,19,318
b-109,2019,10,25,6,19,131
c-68,2019,10,25,6,19,34
b-26,2019,10,25,6,20,665
c-95,2019,10,25,6,20,174
b-109,2019,10,25,6,20,120
c-68,2019,10,25,6,20,49
b-26,2019,10,25,6,21,882
c-95,2019,10,25,6,21,150
b-109,2019,10,25,6,21,61
c-68,2019,10,25,6,21,38
b-26,2019,10,25,6,22,532
c-95,2019,10,25,6,22,236
b-109,2019,10,25,6,22,65
c-68,2019,10,25,6,22,21
b-26,2019,10,25,6,23,235
c-95,2019,10,25,6,23,127
b-109,2019,10,25,6,23,44
c-68,2019,10,25,6,23,20
b-26,2019,10,26,7,0,49
c-95,2019,10,26,7,0,45
b-109,2019,10,26,7,0,16
c-68,2019,10,26,7,0,21
b-26,2019,10,26,7,1,41
c-95,2019,10,26,7,1,28
b-109,2019,10,26,7,1,11
c-68,2019,10,26,7,1,15
b-26,2019,10,26,7,2,39
c-95,2019,10,26,7,2,33
b-109,2019,10,26,7,2,6
c-68,2019,10,26,7,2,11
b-26,2019,10,26,7,3,31
c-95,2019,10,26,7,3,28
b-109,2019,10,26,7,3,18
c-68,2019,10,26,7,3,10
b-26,2019,10,26,7,4,27
c-95,2019,10,26,7,4,21
b-109,2019,10,26,7,4,13
c-68,2019,10,26,7,4,17
b-26,2019,10,26,7,5,25
c-95,2019,10,26,7,5,17
b-109,2019,10,26,7,5,16
c-68,2019,10,26,7,5,15
b-26,2019,10,26,7,6,68
c-95,2019,10,26,7,6,30
b-109,2019,10,26,7,6,7
c-68,2019,10,26,7,6,16
b-26,2019,10,26,7,7,171
c-95,2019,10,26,7,7,62
b-109,2019,10,26,7,7,16
c-68,2019,10,26,7,7,21
b-26,2019,10,26,7,8,94
c-95,2019,10,26,7,8,50
b-109,2019,10,26,7,8,27
c-68,2019,10,26,7,8,18
b-26,2019,10,26,7,9,371
c-95,2019,10,26,7,9,75
b-109,2019,10,26,7,9,22
c-68,2019,10,26,7,9,13
b-26,2019,10,26,7,10,641
c-95,2019,10,26,7,10,187
b-109,2019,10,26,7,10,43
c-68,2019,10,26,7,10,33
b-26,2019,10,26,7,11,751
c-95,2019,10,26,7,11,66
b-109,2019,10,26,7,11,65
c-68,2019,10,26,7,11,24
b-26,2019,10,26,7,12,686
c-95,2019,10,26,7,12,317
b-109,2019,10,26,7,12,66
c-68,2019,10,26,7,12,23
b-26,2019,10,26,7,13,375
c-95,2019,10,26,7,13,109
b-109,2019,10,26,7,13,51
c-68,2019,10,26,7,13,30
b-26,2019,10,26,7,14,330
c-95,2019,10,26,7,14,120
b-109,2019,10,26,7,14,26
c-68,2019,10,26,7,14,23
b-26,2019,10,26,7,15,608
c-95,2019,10,26,7,15,90
b-109,2019,10,26,7,15,32
c-68,2019,10,26,7,15,19
b-26,2019,10,26,7,16,582
c-95,2019,10,26,7,16,117
b-109,2019,10,26,7,16,60
c-68,2019,10,26,7,16,23
b-26,2019,10,26,7,17,459
c-95,2019,10,26,7,17,152
b-109,2019,10,26,7,17,79
c-68,2019,10,26,7,17,19
b-26,2019,10,26,7,18,586
c-95,2019,10,26,7,18,36
b-109,2019,10,26,7,18,76
c-68,2019,10,26,7,18,15
b-26,2019,10,26,7,19,568
c-95,2019,10,26,7,19,100
b-109,2019,10,26,7,19,65
